SINDICALES sindical AQ0CP00 0.9901477832512315
? ? Fit 1.0
¿ ¿ Fia 1.0
Cómo cómo PT00000 0.996135265700483
es ser VSIP3S0 1.0
posible posible AQ0CS00 1.0
mantener mantener VMN0000 1.0
el el DA0MS0 1.0
mismo mismo AQ0MS00 0.8022083533365337
buen bueno AQ0MS00 1.0
nivel nivel NCMS000 1.0
en en SP 1.0
la el DA0FS0 0.9892597806068348
calidad calidad NCFS000 1.0
de de SP 0.9999614754213187
atención atención NCFS000 0.9973118279569892
teniendo tener VMG0000 1.0
un uno DI0MS0 0.9969803144161175
embarazo embarazo NCMS000 0.9807692307692306
a a SP 0.9987754021314622
término término NCMS000 1.0
, , Fc 1.0
o o CC 0.9998636115657392
un uno DI0MS0 0.9969803144161175
puerperio puerperio NCMS000 1.0
de de SP 0.9999614754213187
15_días TM_d:15 Zu 1.0
? ? Fit 1.0
¿ ¿ Fia 1.0
Es ser VSIP3S0 1.0
éste este PD0MS00 1.0
el el DA0MS0 1.0
mismo mismo AQ0MS00 0.8022083533365337
Estado estado NP00000 1.0
que que PR0CN00 0.5501392534733338
elabora elaborar VMIP3S0 0.9892405063291135
leyes ley NCFP000 1.0
de de SP 0.9999614754213187
protección protección NCFS000 1.0
a a SP 0.9987754021314622
la el DA0FS0 0.9892597806068348
mujer mujer NCFS000 0.9987046632124351
embarazada embarazar VMP00SF 0.9878048780487805
y y CC 0.9999892786688395
en en SP 1.0
período período NCMS000 1.0
de de SP 0.9999614754213187
lactancia lactancia NCFS000 1.0
? ? Fit 1.0
¿ ¿ Fia 1.0
Es ser VSIP3S0 1.0
éste este PD0MS00 1.0
el el DA0MS0 1.0
mismo mismo AQ0MS00 0.8022083533365337
Estado estado NP00000 1.0
que que PR0CN00 0.5501392534733338
quiere querer VMIP3S0 0.9990583804143125
ser ser VSN0000 0.959636517328825
modelo modelo NCCS000 0.9976303317535544
en en SP 1.0
atención atención NCFS000 0.9973118279569892
de de SP 0.9999614754213187
Salud salud NP00000 1.0
? ? Fit 1.0
. . Fp 1.0
Sin sin SP 1.0
querer querer VMN0000 0.9225352112676056
hacer hacer VMN0000 1.0
un uno DI0MS0 0.9969803144161175
diagnóstico diagnóstico NCMS000 0.976190476190476
, , Fc 1.0
nos nos PP1CP00 0.8102583879676051
preguntamos preguntar VMIP1P0 0.6499999999962737
: : Fd 1.0
¿ ¿ Fia 1.0
Nuestro nuestro DP1MSP 0.9570637119113572
Estado estado NP00000 1.0
tiene tener VMIP3S0 1.0
algún alguno DI0MS0 1.0
tipo tipo NCMS000 1.0
de de SP 0.9999614754213187
esquizofrenia esquizofrenia NCFS000 1.0
? ? Fit 1.0
¿ ¿ Fia 1.0
Dos 2 Z 0.9998684556695606
personalidades personalidad NCFP000 1.0
diferentes diferente AQ0CP00 0.5171821305841925
? ? Fit 1.0
¿ ¿ Fia 1.0
Una uno DI0FS0 0.9519732400417357
que que PR0CN00 0.5501392534733338
protege proteger VMIP3S0 0.9892405063291139
a a SP 0.9987754021314622
los el DA0MP0 0.9927281155389451
trabajadores trabajador NCMP000 0.9986702127659574
para para SP 0.9998335884976369
los el DA0MP0 0.9927281155389451
que que PR0CN00 0.5501392534733338
elabora elaborar VMIP3S0 0.9892405063291135
leyes ley NCFP000 1.0
, , Fc 1.0
que que PR0CN00 0.5501392534733338
organiza organizar VMIP3S0 0.9807692307692306
una uno DI0FS0 0.9519732400417357
seguridad seguridad NCFS000 1.0
social social AQ0CS00 0.9987834549878345
basada basar VMP00SF 0.986111111111111
en en SP 1.0
el el DA0MS0 1.0
aporte aporte NCMS000 0.9262765640357851
solidario solidario AQ0MS00 1.0
, , Fc 1.0
que que PR0CN00 0.5501392534733338
planifica planificar VMIP3S0 0.9892282367329098
la el DA0FS0 0.9892597806068348
atención atención NCFS000 0.9973118279569892
sanitaria sanitario AQ0FS00 0.8125
con con SP 1.0
esmero esmero NCMS000 0.9897175510697995
, , Fc 1.0
y y CC 0.9999892786688395
otro otro PI0MS00 0.6585014409221902
que que PR0CN00 0.5501392534733338
viola violar VMIP3S0 0.674644899536759
las el DA0FP0 0.9881835086975967
leyes ley NCFP000 1.0
que que PR0CN00 0.5501392534733338
él él PP3MS00 1.0
mismo mismo AQ0MS00 0.8022083533365337
hizo hacer VMIS3S0 1.0
, , Fc 1.0
sabotea sabotear VMIP3S0 0.989240506328867
a a SP 0.9987754021314622
la el DA0FS0 0.9892597806068348
seguridad seguridad NCFS000 1.0
social social AQ0CS00 0.9987834549878345
que que PR0CN00 0.5501392534733338
organizó organizar VMIS3S0 1.0
evadiendo evadir VMG0000 1.0
los el DA0MP0 0.9927281155389451
aportes aporte NCMP000 0.9981029810298101
, , Fc 1.0
y y CC 0.9999892786688395
que que PR0CN00 0.5501392534733338
arriesga arriesgar VMIP3S0 0.9803652630127369
la el DA0FS0 0.9892597806068348
calidad calidad NCFS000 1.0
de de SP 0.9999614754213187
atención atención NCFS000 0.9973118279569892
, , Fc 1.0
deteriorando deteriorar VMG0000 1.0
la el DA0FS0 0.9892597806068348
salud salud NCFS000 1.0
física físico AQ0FS00 0.6196319018404908
y y CC 0.9999892786688395
mental mental AQ0CS00 1.0
de de SP 0.9999614754213187
sus su DP3CPN 0.9999034935340666
efectores efector NCMP000 1.0
de de SP 0.9999614754213187
salud salud NCFS000 1.0
? ? Fit 1.0
. . Fp 1.0
Creemos creer VMIP1P0 0.9726027397260274
que que CS 0.5501392534733338
es ser VSIP3S0 1.0
tiempo tiempo NCMS000 1.0
de de SP 0.9999614754213187
que que CS 0.5501392534733338
nuestro nuestro DP1MSP 0.9570637119113572
Estado estado NP00000 1.0
resuelva resolver VMSP3S0 0.4959349593495934
estas este DD0FP0 0.9698972099853157
contradicciones contradicción NCFP000 1.0
, , Fc 1.0
que que PR0CN00 0.5501392534733338
actúe actuar VMSP3S0 0.48490232596736166
en en SP 1.0
forma forma NCFS000 0.987798114254021
coherente coherente AQ0CS00 1.0
con con SP 1.0
los el DA0MP0 0.9927281155389451
principios principio NCMP000 1.0
que que PR0CN00 0.5501392534733338
dice decir VMIP3S0 1.0
sostener sostener VMN0000 1.0
garantizando garantizar VMG0000 1.0
a a SP 0.9987754021314622
sus su DP3CPN 0.9999034935340666
trabajadores trabajador NCMP000 0.9986702127659574
el el DA0MS0 1.0
pleno pleno AQ0MS00 0.6242236024844721
goce goce NCMS000 0.8622891451790056
de de SP 0.9999614754213187
los el DA0MP0 0.9927281155389451
derechos derecho NCMP000 0.9967948717948719
que que PR0CN00 0.5501392534733338
le le PP3CSD0 1.0
dan dar VMIP3P0 1.0
las el DA0FP0 0.9881835086975967
leyes ley NCFP000 1.0
que que PR0CN00 0.5501392534733338
él él PP3MS00 1.0
mismo mismo AQ0MS00 0.8022083533365337
se se P00CN00 0.494508864850837
dio dar VMIS3S0 1.0
. . Fp 1.0
. . Fp 1.0
